167503724743,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService,TYPE_DECL,calculateLinesAddedDeleted,2,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateLinesAddedDeleted,<empty>,ANY,false,90,calculateLinesAddedDeleted,,,1
167503724744,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateBusFactor,METHOD,<lambda>3,20,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateBusFactor:<lambda>3,<empty>,ANY,false,121,<lambda>3,,,1
167503724745,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateBusFactor,METHOD,<lambda>4,6,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateBusFactor:<lambda>4,<empty>,ANY,false,151,<lambda>4,,,1
167503724746,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService,TYPE_DECL,calculateBusFactor,2,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program:CommitMetricsCalculationService:calculateBusFactor,<empty>,ANY,false,117,calculateBusFactor,,,1
167503724747,TYPE_DECL,,services/commitMetrics/commitMetricsCalculationService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/commitMetrics/commitMetricsCalculationService.ts,services/commitMetrics/commitMetricsCalculationService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724748,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program,METHOD,class CommitMetricsDbService,0,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,<empty>,,false,9,CommitMetricsDbService,,,-1
167503724749,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,<init>,0,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:<init>,<empty>,ANY,false,9,<init>,,,1
167503724750,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,saveMetrics,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:saveMetrics,<empty>,ANY,false,14,saveMetrics,,,1
167503724751,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,saveHistoricalSnapshot,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:saveHistoricalSnapshot,<empty>,ANY,false,72,saveHistoricalSnapshot,,,1
167503724752,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,getMetrics,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:getMetrics,<empty>,ANY,false,128,getMetrics,,,1
167503724753,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,getAllMetrics,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:getAllMetrics,<empty>,ANY,false,148,getAllMetrics,,,1
167503724754,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,getMetricsHistory,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:getMetricsHistory,<empty>,ANY,false,167,getMetricsHistory,,,1
167503724755,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService,TYPE_DECL,deleteMetrics,2,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program:CommitMetricsDbService:deleteMetrics,<empty>,ANY,false,190,deleteMetrics,,,1
167503724756,TYPE_DECL,,services/commitMetrics/commitMetricsDbService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/commitMetrics/commitMetricsDbService.ts,services/commitMetrics/commitMetricsDbService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724757,TYPE_DECL,,services/commitMetrics/commitMetricsSyncService.ts::program,METHOD,class CommitMetricsSyncService,0,services/commitMetrics/commitMetricsSyncService.ts,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService,<empty>,,false,10,CommitMetricsSyncService,,,-1
167503724758,TYPE_DECL,,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService,TYPE_DECL,<init>,0,services/commitMetrics/commitMetricsSyncService.ts,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService:<init>,<empty>,ANY,false,10,<init>,,,1
167503724759,TYPE_DECL,,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService,TYPE_DECL,syncCommitMetrics,2,services/commitMetrics/commitMetricsSyncService.ts,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService:syncCommitMetrics,<empty>,ANY,false,15,syncCommitMetrics,,,1
167503724760,TYPE_DECL,,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService,TYPE_DECL,fetchGitLabData,2,services/commitMetrics/commitMetricsSyncService.ts,services/commitMetrics/commitMetricsSyncService.ts::program:CommitMetricsSyncService:fetchGitLabData,<empty>,ANY,false,55,fetchGitLabData,,,1
167503724761,TYPE_DECL,,services/commitMetrics/commitMetricsSyncService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/commitMetrics/commitMetricsSyncService.ts,services/commitMetrics/commitMetricsSyncService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724762,TYPE_DECL,,services/doraMetrics/doraMetricsCalculationService.ts::program,METHOD,<lambda>0,43,services/doraMetrics/doraMetricsCalculationService.ts,services/doraMetrics/doraMetricsCalculationService.ts::program:<lambda>0,<empty>,ANY,false,12,<lambda>0,,,1
167503724763,TYPE_DECL,,services/doraMetrics/doraMetricsCalculationService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/doraMetrics/doraMetricsCalculationService.ts,services/doraMetrics/doraMetricsCalculationService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724764,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>0,39,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>0,<empty>,ANY,false,19,<lambda>0,,,1
167503724765,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>1,34,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>1,<empty>,ANY,false,51,<lambda>1,,,1
167503724766,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>2,37,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>2,<empty>,ANY,false,87,<lambda>2,,,1
167503724767,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>3,40,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>3,<empty>,ANY,false,119,<lambda>3,,,1
167503724768,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>4,47,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>4,<empty>,ANY,false,157,<lambda>4,,,1
167503724769,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>5,43,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>5,<empty>,ANY,false,177,<lambda>5,,,1
167503724770,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>6,45,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>6,<empty>,ANY,false,197,<lambda>6,,,1
167503724771,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>7,48,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>7,<empty>,ANY,false,217,<lambda>7,,,1
167503724772,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>8,43,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>8,<empty>,ANY,false,237,<lambda>8,,,1
167503724773,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>9,41,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>9,<empty>,ANY,false,259,<lambda>9,,,1
167503724774,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>10,36,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>10,<empty>,ANY,false,268,<lambda>10,,,1
167503724775,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>11,39,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>11,<empty>,ANY,false,277,<lambda>11,,,1
167503724776,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts::program,METHOD,<lambda>12,42,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program:<lambda>12,<empty>,ANY,false,286,<lambda>12,,,1
167503724777,TYPE_DECL,,services/doraMetrics/doraMetricsDbService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/doraMetrics/doraMetricsDbService.ts,services/doraMetrics/doraMetricsDbService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724778,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program,METHOD,calculateTrend,0,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:calculateTrend,<empty>,ANY,false,52,calculateTrend,,,1
167503724779,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:DoraTrendDataPoint,TYPE_DECL,<init>,7,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:DoraTrendDataPoint:<init>,<empty>,ANY,false,6,<init>,,,1
167503724780,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program,METHOD,interface DoraTrendDataPoint,7,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:DoraTrendDataPoint,<empty>,,false,6,DoraTrendDataPoint,,,1
167503724781,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:DoraTrendResponse,TYPE_DECL,<init>,7,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:DoraTrendResponse:<init>,<empty>,ANY,false,18,<init>,,,1
167503724782,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program,METHOD,interface DoraTrendResponse,7,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:DoraTrendResponse,<empty>,,false,18,DoraTrendResponse,,,1
167503724783,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>1,32,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>1,<empty>,ANY,false,205,<lambda>1,,,1
167503724784,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>2,30,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>2,<empty>,ANY,false,206,<lambda>2,,,1
167503724785,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>3,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>3,<empty>,ANY,false,207,<lambda>3,,,1
167503724786,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>4,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>4,<empty>,ANY,false,208,<lambda>4,,,1
167503724787,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>5,21,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>5,<empty>,ANY,false,211,<lambda>5,,,1
167503724788,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>6,32,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>6,<empty>,ANY,false,226,<lambda>6,,,1
167503724789,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>7,30,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>7,<empty>,ANY,false,235,<lambda>7,,,1
167503724790,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>8,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>8,<empty>,ANY,false,244,<lambda>8,,,1
167503724791,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>9,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>9,<empty>,ANY,false,253,<lambda>9,,,1
167503724792,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>10,51,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>10,<empty>,ANY,false,261,<lambda>10,,,1
167503724793,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>11,35,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>11,<empty>,ANY,false,266,<lambda>11,,,1
167503724794,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>12,71,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>12,<empty>,ANY,false,266,<lambda>12,,,1
167503724795,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>13,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>13,<empty>,ANY,false,267,<lambda>13,,,1
167503724796,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>14,64,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>14,<empty>,ANY,false,267,<lambda>14,,,1
167503724797,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>15,32,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>15,<empty>,ANY,false,268,<lambda>15,,,1
167503724798,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>16,32,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>16,<empty>,ANY,false,269,<lambda>16,,,1
167503724799,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>17,70,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>17,<empty>,ANY,false,269,<lambda>17,,,1
167503724800,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>18,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>18,<empty>,ANY,false,281,<lambda>18,,,1
167503724801,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>19,23,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>19,<empty>,ANY,false,284,<lambda>19,,,1
167503724802,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>20,26,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>20,<empty>,ANY,false,287,<lambda>20,,,1
167503724803,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,METHOD,<lambda>21,26,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0:<lambda>21,<empty>,ANY,false,290,<lambda>21,,,1
167503724804,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts::program,METHOD,<lambda>0,29,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program:<lambda>0,<empty>,ANY,false,82,<lambda>0,,,1
167503724805,TYPE_DECL,,services/doraMetrics/doraTrendsService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/doraMetrics/doraTrendsService.ts,services/doraMetrics/doraTrendsService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724806,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program:WeeklyDoraSnapshot,TYPE_DECL,<init>,0,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:WeeklyDoraSnapshot:<init>,<empty>,ANY,false,6,<init>,,,1
167503724807,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,interface WeeklyDoraSnapshot,0,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:WeeklyDoraSnapshot,<empty>,,false,6,WeeklyDoraSnapshot,,,2
167503724808,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,<lambda>0,38,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>0,<empty>,ANY,false,24,<lambda>0,,,1
167503724809,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>1,METHOD,<lambda>2,45,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>1:<lambda>2,<empty>,ANY,false,149,<lambda>2,,,1
167503724810,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,<lambda>1,49,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>1,<empty>,ANY,false,138,<lambda>1,,,1
167503724811,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,<lambda>3,36,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>3,<empty>,ANY,false,168,<lambda>3,,,1
167503724812,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,<lambda>4,40,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>4,<empty>,ANY,false,192,<lambda>4,,,1
167503724813,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts::program,METHOD,<lambda>5,44,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program:<lambda>5,<empty>,ANY,false,203,<lambda>5,,,1
167503724814,TYPE_DECL,,services/doraMetrics/weeklyDoraSnapshotService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/doraMetrics/weeklyDoraSnapshotService.ts,services/doraMetrics/weeklyDoraSnapshotService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724815,TYPE_DECL,,services/gitlab/gitLabCommitService.ts::program,METHOD,class GitLabCommitService,0,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService,<empty>,,false,5,GitLabCommitService,,,-1
167503724816,TYPE_DECL,,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>,METHOD,<lambda>0,15,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>:<lambda>0,<empty>,ANY,false,9,<lambda>0,,,1
167503724817,TYPE_DECL,,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>,METHOD,<lambda>1,14,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>:<lambda>1,<empty>,ANY,false,39,<lambda>1,,,1
167503724818,TYPE_DECL,,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>,METHOD,<lambda>2,19,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>:<lambda>2,<empty>,ANY,false,61,<lambda>2,,,1
167503724819,TYPE_DECL,,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService,TYPE_DECL,<init>,0,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program:GitLabCommitService:<init>,<empty>,ANY,false,5,<init>,,,1
167503724820,TYPE_DECL,,services/gitlab/gitLabCommitService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/gitlab/gitLabCommitService.ts,services/gitlab/gitLabCommitService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724821,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program,METHOD,class GitLabIssueService,0,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService,<empty>,,false,6,GitLabIssueService,,,-1
167503724822,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>0,21,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>0,<empty>,ANY,false,10,<lambda>0,,,1
167503724823,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>1,18,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>1,<empty>,ANY,false,36,<lambda>1,,,1
167503724824,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>2,20,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>2,<empty>,ANY,false,58,<lambda>2,,,1
167503724825,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>3,20,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>3,<empty>,ANY,false,131,<lambda>3,,,1
167503724826,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>4,21,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>4,<empty>,ANY,false,179,<lambda>4,,,1
167503724827,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>5,18,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>5,<empty>,ANY,false,209,<lambda>5,,,1
167503724828,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>6,24,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>6,<empty>,ANY,false,253,<lambda>6,,,1
167503724829,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>7,21,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>7,<empty>,ANY,false,270,<lambda>7,,,1
167503724830,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,METHOD,<lambda>8,18,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>:<lambda>8,<empty>,ANY,false,287,<lambda>8,,,1
167503724831,TYPE_DECL,,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService,TYPE_DECL,<init>,0,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program:GitLabIssueService:<init>,<empty>,ANY,false,6,<init>,,,1
167503724832,TYPE_DECL,,services/gitlab/gitLabIssueService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/gitlab/gitLabIssueService.ts,services/gitlab/gitLabIssueService.ts::program,<empty>,ANY,false,1,:program,,,1
167503724833,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program,METHOD,class GitLabMRService,0,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService,<empty>,,false,5,GitLabMRService,,,-1
167503724834,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>0,28,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>0,<empty>,ANY,false,9,<lambda>0,,,1
167503724835,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>1,15,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>1,<empty>,ANY,false,31,<lambda>1,,,1
167503724836,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>2,15,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>2,<empty>,ANY,false,56,<lambda>2,,,1
167503724837,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>3,17,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>3,<empty>,ANY,false,78,<lambda>3,,,1
167503724838,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>4,17,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>4,<empty>,ANY,false,110,<lambda>4,,,1
167503724839,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>5,15,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>5,<empty>,ANY,false,136,<lambda>5,,,1
167503724840,TYPE_DECL,,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>,METHOD,<lambda>6,19,services/gitlab/gitLabMRService.ts,services/gitlab/gitLabMRService.ts::program:GitLabMRService:<init>:<lambda>6,<empty>,ANY,false,158,<lambda>6,,,1
