167503725002,TYPE_DECL,,services/project/projectEnrichmentService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/project/projectEnrichmentService.ts,services/project/projectEnrichmentService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725003,TYPE_DECL,,services/project/projectFetchService.ts::program,METHOD,class rojectFetchService,1,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program:rojectFetchService,<empty>,,false,6,rojectFetchService,,,-1
167503725004,TYPE_DECL,,services/project/projectFetchService.ts::program:rojectFetchService:<init>,METHOD,<lambda>0,26,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program:rojectFetchService:<init>:<lambda>0,<empty>,ANY,false,12,<lambda>0,,,1
167503725005,TYPE_DECL,,services/project/projectFetchService.ts::program:rojectFetchService:<init>,METHOD,<lambda>1,30,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program:rojectFetchService:<init>:<lambda>1,<empty>,ANY,false,23,<lambda>1,,,1
167503725006,TYPE_DECL,,services/project/projectFetchService.ts::program:rojectFetchService:<init>,METHOD,<lambda>2,26,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program:rojectFetchService:<init>:<lambda>2,<empty>,ANY,false,33,<lambda>2,,,1
167503725007,TYPE_DECL,,services/project/projectFetchService.ts::program:rojectFetchService,TYPE_DECL,<init>,1,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program:rojectFetchService:<init>,<empty>,ANY,false,6,<init>,,,1
167503725008,TYPE_DECL,,services/project/projectFetchService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/project/projectFetchService.ts,services/project/projectFetchService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725009,TYPE_DECL,,services/project/projectRefreshService.ts::program:SnapshotData,TYPE_DECL,<init>,0,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:SnapshotData:<init>,<empty>,ANY,false,11,<init>,,,1
167503725010,TYPE_DECL,,services/project/projectRefreshService.ts::program,METHOD,interface SnapshotData,0,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:SnapshotData,<empty>,,false,11,SnapshotData,,,9
167503725011,TYPE_DECL,,services/project/projectRefreshService.ts::program,METHOD,class ProjectRefreshService,0,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService,<empty>,,false,27,ProjectRefreshService,,,-1
167503725012,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>0,31,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>0,<empty>,ANY,false,33,<lambda>0,,,1
167503725013,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>1,28,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>1,<empty>,ANY,false,46,<lambda>1,,,1
167503725014,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>2,METHOD,<lambda>3,47,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>2:<lambda>3,<empty>,ANY,false,63,<lambda>3,,,1
167503725015,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>2,35,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>2,<empty>,ANY,false,59,<lambda>2,,,1
167503725016,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>4,31,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>4,<empty>,ANY,false,74,<lambda>4,,,1
167503725017,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>5,19,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>5,<empty>,ANY,false,122,<lambda>5,,,1
167503725018,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,METHOD,<lambda>6,30,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>:<lambda>6,<empty>,ANY,false,137,<lambda>6,,,1
167503725019,TYPE_DECL,,services/project/projectRefreshService.ts::program:ProjectRefreshService,TYPE_DECL,<init>,0,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program:ProjectRefreshService:<init>,<empty>,ANY,false,27,<init>,,,1
167503725020,TYPE_DECL,,services/project/projectRefreshService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/project/projectRefreshService.ts,services/project/projectRefreshService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725021,TYPE_DECL,,services/project/projectSyncService.ts::program,METHOD,class ProjectSyncService,0,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService,<empty>,,false,9,ProjectSyncService,,,-1
167503725022,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>0,METHOD,<lambda>1,26,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>0:<lambda>1,<empty>,ANY,false,57,<lambda>1,,,1
167503725023,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService:<init>,METHOD,<lambda>0,20,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>0,<empty>,ANY,false,15,<lambda>0,,,1
167503725024,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>2,METHOD,<lambda>3,88,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>2:<lambda>3,<empty>,ANY,false,89,<lambda>3,,,1
167503725025,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>2,METHOD,<lambda>4,43,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>2:<lambda>4,<empty>,ANY,false,115,<lambda>4,,,1
167503725026,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService:<init>,METHOD,<lambda>2,16,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>:<lambda>2,<empty>,ANY,false,84,<lambda>2,,,1
167503725027,TYPE_DECL,,services/project/projectSyncService.ts::program:ProjectSyncService,TYPE_DECL,<init>,0,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program:ProjectSyncService:<init>,<empty>,ANY,false,9,<init>,,,1
167503725028,TYPE_DECL,,services/project/projectSyncService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/project/projectSyncService.ts,services/project/projectSyncService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725029,TYPE_DECL,,services/project/projectTransformService.ts::program:DbProject,TYPE_DECL,<init>,0,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:DbProject:<init>,<empty>,ANY,false,2,<init>,,,1
167503725030,TYPE_DECL,,services/project/projectTransformService.ts::program,METHOD,interface DbProject,0,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:DbProject,<empty>,,false,2,DbProject,,,1
167503725031,TYPE_DECL,,services/project/projectTransformService.ts::program,METHOD,class ProjectTransformService,0,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:ProjectTransformService,<empty>,,false,34,ProjectTransformService,,,-1
167503725032,TYPE_DECL,,services/project/projectTransformService.ts::program:ProjectTransformService:<init>,METHOD,<lambda>0,18,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:ProjectTransformService:<init>:<lambda>0,<empty>,ANY,false,38,<lambda>0,,,1
167503725033,TYPE_DECL,,services/project/projectTransformService.ts::program:ProjectTransformService:<init>:<lambda>1,METHOD,<lambda>2,26,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:ProjectTransformService:<init>:<lambda>1:<lambda>2,<empty>,ANY,false,75,<lambda>2,,,1
167503725034,TYPE_DECL,,services/project/projectTransformService.ts::program:ProjectTransformService:<init>,METHOD,<lambda>1,22,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:ProjectTransformService:<init>:<lambda>1,<empty>,ANY,false,74,<lambda>1,,,1
167503725035,TYPE_DECL,,services/project/projectTransformService.ts::program:ProjectTransformService,TYPE_DECL,<init>,0,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program:ProjectTransformService:<init>,<empty>,ANY,false,34,<init>,,,1
167503725036,TYPE_DECL,,services/project/projectTransformService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/project/projectTransformService.ts,services/project/projectTransformService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725037,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program,METHOD,class SonarMaintainabilityApiService,7,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,<empty>,,false,4,SonarMaintainabilityApiService,,,-1
167503725038,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,<init>,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:<init>,<empty>,ANY,false,9,<init>,,,1
167503725039,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,ensureInitialized,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:ensureInitialized,<empty>,ANY,false,24,ensureInitialized,,,1
167503725040,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,getAuthHeader,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:getAuthHeader,<empty>,ANY,false,38,getAuthHeader,,,1
167503725041,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,getMaintainabilityMetrics,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:getMaintainabilityMetrics,<empty>,ANY,false,47,getMaintainabilityMetrics,,,1
167503725042,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,getIssueCount,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:getIssueCount,<empty>,ANY,false,86,getIssueCount,,,1
167503725043,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService,TYPE_DECL,getNewCodePeriod,2,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program:SonarMaintainabilityApiService:getNewCodePeriod,<empty>,ANY,false,107,getNewCodePeriod,,,1
167503725044,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityApiService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarMaintainability/sonarMaintainabilityApiService.ts,services/sonarMaintainability/sonarMaintainabilityApiService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725045,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program,METHOD,class SonarMaintainabilityCalculationService,7,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService,<empty>,,false,6,SonarMaintainabilityCalculationService,,,-1
167503725046,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService,TYPE_DECL,<init>,7,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:<init>,<empty>,ANY,false,6,<init>,,,1
167503725047,TYPE_DECL,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<anon-class>0,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics,METHOD,{ key: string; name: string; qualifier: string; measures: any[] },15,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<anon-class>1,<empty>,,false,12,<anon-class>1,,,-1
167503725048,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics,METHOD,{ key: string; name: string; qualifier: string; measures: any[] },15,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<anon-class>0,<empty>,,false,12,<anon-class>0,,,1
167503725049,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<lambda>0,METHOD,<lambda>1,36,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<lambda>0:<lambda>1,<empty>,ANY,false,20,<lambda>1,,,1
167503725050,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics,METHOD,<lambda>0,23,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics:<lambda>0,<empty>,ANY,false,19,<lambda>0,,,1
167503725051,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService,TYPE_DECL,calculateMetrics,2,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:calculateMetrics,<empty>,ANY,false,11,calculateMetrics,,,1
167503725052,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService,TYPE_DECL,getRatingLetter,2,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program:SonarMaintainabilityCalculationService:getRatingLetter,<empty>,ANY,false,61,getRatingLetter,,,1
167503725053,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts,services/sonarMaintainability/sonarMaintainabilityCalculationService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725054,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program,METHOD,class SonarMaintainabilityDbService,7,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,<empty>,,false,9,SonarMaintainabilityDbService,,,-1
167503725055,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,<init>,7,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:<init>,<empty>,ANY,false,9,<init>,,,1
167503725056,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,saveMetrics,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:saveMetrics,<empty>,ANY,false,14,saveMetrics,,,1
167503725057,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,saveHistoricalSnapshot,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:saveHistoricalSnapshot,<empty>,ANY,false,68,saveHistoricalSnapshot,,,1
167503725058,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,getMetrics,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:getMetrics,<empty>,ANY,false,120,getMetrics,,,1
167503725059,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,getMetricsHistory,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:getMetricsHistory,<empty>,ANY,false,142,getMetricsHistory,,,1
167503725060,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,getAllMetrics,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:getAllMetrics,<empty>,ANY,false,164,getAllMetrics,,,1
167503725061,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,deleteMetrics,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:deleteMetrics,<empty>,ANY,false,185,deleteMetrics,,,1
167503725062,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService,TYPE_DECL,getRatingValue,2,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program:SonarMaintainabilityDbService:getRatingValue,<empty>,ANY,false,201,getRatingValue,,,1
167503725063,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilityDbService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarMaintainability/sonarMaintainabilityDbService.ts,services/sonarMaintainability/sonarMaintainabilityDbService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725064,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program,METHOD,class SonarMaintainabilitySyncService,7,services/sonarMaintainability/sonarMaintainabilitySyncService.ts,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService,<empty>,,false,6,SonarMaintainabilitySyncService,,,-1
167503725065,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService,TYPE_DECL,<init>,2,services/sonarMaintainability/sonarMaintainabilitySyncService.ts,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService:<init>,<empty>,ANY,false,11,<init>,,,1
167503725066,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService,TYPE_DECL,syncMaintainabilityMetrics,2,services/sonarMaintainability/sonarMaintainabilitySyncService.ts,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService:syncMaintainabilityMetrics,<empty>,ANY,false,20,syncMaintainabilityMetrics,,,1
167503725067,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService,TYPE_DECL,fetchSonarQubeData,2,services/sonarMaintainability/sonarMaintainabilitySyncService.ts,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program:SonarMaintainabilitySyncService:fetchSonarQubeData,<empty>,ANY,false,70,fetchSonarQubeData,,,1
167503725068,TYPE_DECL,,services/sonarMaintainability/sonarMaintainabilitySyncService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarMaintainability/sonarMaintainabilitySyncService.ts,services/sonarMaintainability/sonarMaintainabilitySyncService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725069,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program,METHOD,class SonarReliabilityApiService,7,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,<empty>,,false,4,SonarReliabilityApiService,,,-1
167503725070,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,TYPE_DECL,<init>,2,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService:<init>,<empty>,ANY,false,9,<init>,,,1
167503725071,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,TYPE_DECL,ensureInitialized,2,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService:ensureInitialized,<empty>,ANY,false,14,ensureInitialized,,,1
167503725072,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,TYPE_DECL,getAuthHeader,2,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService:getAuthHeader,<empty>,ANY,false,28,getAuthHeader,,,1
167503725073,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,TYPE_DECL,getReliabilityMetrics,2,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService:getReliabilityMetrics,<empty>,ANY,false,37,getReliabilityMetrics,,,1
167503725074,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService,TYPE_DECL,getBugCount,2,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program:SonarReliabilityApiService:getBugCount,<empty>,ANY,false,67,getBugCount,,,1
167503725075,TYPE_DECL,,services/sonarReliability/sonarReliabilityApiService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarReliability/sonarReliabilityApiService.ts,services/sonarReliability/sonarReliabilityApiService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725076,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program,METHOD,class SonarReliabilityCalculationService,7,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService,<empty>,,false,3,SonarReliabilityCalculationService,,,-1
167503725077,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService,TYPE_DECL,<init>,7,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:<init>,<empty>,ANY,false,3,<init>,,,1
167503725078,TYPE_DECL,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<anon-class>0,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics,METHOD,{ key: string; name: string; qualifier: string; measures: any[] },15,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<anon-class>1,<empty>,,false,9,<anon-class>1,,,-1
167503725079,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics,METHOD,{ key: string; name: string; qualifier: string; measures: any[] },15,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<anon-class>0,<empty>,,false,9,<anon-class>0,,,1
167503725080,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<lambda>0,METHOD,<lambda>1,36,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<lambda>0:<lambda>1,<empty>,ANY,false,17,<lambda>1,,,1
167503725081,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics,METHOD,<lambda>0,23,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics:<lambda>0,<empty>,ANY,false,16,<lambda>0,,,1
167503725082,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService,TYPE_DECL,calculateMetrics,2,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:calculateMetrics,<empty>,ANY,false,8,calculateMetrics,,,1
167503725083,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService,TYPE_DECL,getRatingLetter,2,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program:SonarReliabilityCalculationService:getRatingLetter,<empty>,ANY,false,54,getRatingLetter,,,1
167503725084,TYPE_DECL,,services/sonarReliability/sonarReliabilityCalculationService.ts:<global>,NAMESPACE_BLOCK,:program,0,services/sonarReliability/sonarReliabilityCalculationService.ts,services/sonarReliability/sonarReliabilityCalculationService.ts::program,<empty>,ANY,false,1,:program,,,1
167503725085,TYPE_DECL,,services/sonarReliability/sonarReliabilityDbService.ts::program,METHOD,class SonarReliabilityDbService,7,services/sonarReliability/sonarReliabilityDbService.ts,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService,<empty>,,false,9,SonarReliabilityDbService,,,-1
167503725086,TYPE_DECL,,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService,TYPE_DECL,<init>,7,services/sonarReliability/sonarReliabilityDbService.ts,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService:<init>,<empty>,ANY,false,9,<init>,,,1
167503725087,TYPE_DECL,,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService,TYPE_DECL,saveMetrics,2,services/sonarReliability/sonarReliabilityDbService.ts,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService:saveMetrics,<empty>,ANY,false,14,saveMetrics,,,1
167503725088,TYPE_DECL,,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService,TYPE_DECL,saveHistoricalSnapshot,2,services/sonarReliability/sonarReliabilityDbService.ts,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService:saveHistoricalSnapshot,<empty>,ANY,false,60,saveHistoricalSnapshot,,,1
167503725089,TYPE_DECL,,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService,TYPE_DECL,getMetrics,2,services/sonarReliability/sonarReliabilityDbService.ts,services/sonarReliability/sonarReliabilityDbService.ts::program:SonarReliabilityDbService:getMetrics,<empty>,ANY,false,102,getMetrics,,,1
