158913790032,TYPE,MilestoneMetrics | __ecma.Null,Null,MilestoneMetrics | __ecma.Null
158913790033,TYPE,MilestoneMetricsCalculationService,MilestoneMetricsCalculationService,MilestoneMetricsCalculationService
158913790034,TYPE,MilestoneMetricsDbService,MilestoneMetricsDbService,MilestoneMetricsDbService
158913790035,TYPE,MilestoneMetricsSyncService,MilestoneMetricsSyncService,MilestoneMetricsSyncService
158913790036,TYPE,MilestoneWithIssueCount,MilestoneWithIssueCount,MilestoneWithIssueCount
158913790037,TYPE,NextFunction,NextFunction,NextFunction
158913790038,TYPE,"Omit<IssueHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>","Omit<IssueHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>","Omit<IssueHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>"
158913790039,TYPE,"Omit<MRHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>","Omit<MRHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>","Omit<MRHealthMetrics, 'uuid' | 'row_id' | 'project_id' | 'calculated_at'>"
158913790040,TYPE,PlatformPath,PlatformPath,PlatformPath
158913790041,TYPE,Pool,Pool,Pool
158913790042,TYPE,Pool | __ecma.Null,Null,Pool | __ecma.Null
158913790043,TYPE,PoolClient,PoolClient,PoolClient
158913790044,TYPE,Process,Process,Process
158913790045,TYPE,ProjectController,ProjectController,ProjectController
158913790046,TYPE,ProjectEnrichmentService,ProjectEnrichmentService,ProjectEnrichmentService
158913790047,TYPE,ProjectFetchService,ProjectFetchService,ProjectFetchService
158913790048,TYPE,ProjectInsightsService,ProjectInsightsService,ProjectInsightsService
158913790049,TYPE,ProjectNamespace,ProjectNamespace,ProjectNamespace
158913790050,TYPE,ProjectRefreshService,ProjectRefreshService,ProjectRefreshService
158913790051,TYPE,ProjectStatistics,ProjectStatistics,ProjectStatistics
158913790052,TYPE,ProjectSyncService,ProjectSyncService,ProjectSyncService
158913790053,TYPE,ProjectTransformService,ProjectTransformService,ProjectTransformService
158913790054,TYPE,Promise<ChangeFailureRate>,Promise<ChangeFailureRate>,Promise<ChangeFailureRate>
158913790055,TYPE,Promise<ChangeFailureRate[]>,Promise<ChangeFailureRate[]>,Promise<ChangeFailureRate[]>
158913790056,TYPE,Promise<CommitHealthMetrics | __ecma.Null>,Null>,Promise<CommitHealthMetrics | __ecma.Null>
158913790057,TYPE,Promise<CommitHealthMetrics>,Promise<CommitHealthMetrics>,Promise<CommitHealthMetrics>
158913790058,TYPE,Promise<CommitHealthMetrics[]>,Promise<CommitHealthMetrics[]>,Promise<CommitHealthMetrics[]>
158913790059,TYPE,Promise<CommitMetricsHistory>,Promise<CommitMetricsHistory>,Promise<CommitMetricsHistory>
158913790060,TYPE,Promise<CommitMetricsHistory[]>,Promise<CommitMetricsHistory[]>,Promise<CommitMetricsHistory[]>
158913790061,TYPE,Promise<DeploymentFrequency>,Promise<DeploymentFrequency>,Promise<DeploymentFrequency>
158913790062,TYPE,Promise<DeploymentFrequency[]>,Promise<DeploymentFrequency[]>,Promise<DeploymentFrequency[]>
158913790063,TYPE,Promise<DoraMetricsSummary>,Promise<DoraMetricsSummary>,Promise<DoraMetricsSummary>
158913790064,TYPE,Promise<DoraTrendResponse>,Promise<DoraTrendResponse>,Promise<DoraTrendResponse>
158913790065,TYPE,Promise<EnrichedProject>,Promise<EnrichedProject>,Promise<EnrichedProject>
158913790066,TYPE,Promise<EnrichedProject[]>,Promise<EnrichedProject[]>,Promise<EnrichedProject[]>
158913790067,TYPE,Promise<GitLabCommit[]>,Promise<GitLabCommit[]>,Promise<GitLabCommit[]>
158913790068,TYPE,Promise<GitLabGroup>,Promise<GitLabGroup>,Promise<GitLabGroup>
158913790069,TYPE,Promise<GitLabGroup[]>,Promise<GitLabGroup[]>,Promise<GitLabGroup[]>
158913790070,TYPE,Promise<GitLabIssueMRReference[]>,Promise<GitLabIssueMRReference[]>,Promise<GitLabIssueMRReference[]>
158913790071,TYPE,Promise<GitLabIssueStateEvent[]>,Promise<GitLabIssueStateEvent[]>,Promise<GitLabIssueStateEvent[]>
158913790072,TYPE,Promise<GitLabIssues[]>,Promise<GitLabIssues[]>,Promise<GitLabIssues[]>
158913790073,TYPE,Promise<GitLabMergeRequest[]>,Promise<GitLabMergeRequest[]>,Promise<GitLabMergeRequest[]>
158913790074,TYPE,Promise<GitLabMilestone[]>,Promise<GitLabMilestone[]>,Promise<GitLabMilestone[]>
158913790075,TYPE,Promise<GitLabProject>,Promise<GitLabProject>,Promise<GitLabProject>
158913790076,TYPE,Promise<GitLabProject[]>,Promise<GitLabProject[]>,Promise<GitLabProject[]>
158913790077,TYPE,Promise<IssueHealthMetrics | __ecma.Null>,Null>,Promise<IssueHealthMetrics | __ecma.Null>
158913790078,TYPE,Promise<IssueHealthMetrics>,Promise<IssueHealthMetrics>,Promise<IssueHealthMetrics>
158913790079,TYPE,Promise<IssueHealthMetrics[]>,Promise<IssueHealthMetrics[]>,Promise<IssueHealthMetrics[]>
158913790080,TYPE,Promise<IssueMetricsHistory>,Promise<IssueMetricsHistory>,Promise<IssueMetricsHistory>
