25769803777,30064771084,CFG
25769803778,30064771091,CFG
25769803779,30064771097,CFG
25769803785,68719476762,CFG
25769803786,30064771110,CFG
25769803787,30064771121,CFG
25769803788,30064771125,CFG
25769803793,68719476795,CFG
25769803794,30064771142,CFG
25769803795,30064771150,CFG
25769803796,30064771169,CFG
25769803797,30064771173,CFG
25769803805,68719476842,CFG
25769803806,30064771186,CFG
25769803807,30064771210,CFG
25769803808,30064771223,CFG
25769803813,68719476896,CFG
25769803814,30064771236,CFG
25769803815,30064771250,CFG
25769803816,30064771259,CFG
25769803817,30064771267,CFG
25769803818,30064771284,CFG
25769803824,68719476951,CFG
25769803825,30064771297,CFG
25769803826,30064771315,CFG
25769803827,30064771322,CFG
25769803828,30064771332,CFG
25769803834,30064771433,CFG
25769803836,30064771353,CFG
25769803838,141733920777,CFG
25769803839,30064771379,CFG
25769803841,30064771443,CFG
25769803842,30064771453,CFG
25769803847,68719477116,CFG
25769803848,68719477090,CFG
25769803849,176093659136,CFG
25769803850,68719477112,CFG
25769803851,124554051594,CFG
25769803854,30064771499,CFG
25769803855,30064771513,CFG
25769803856,30064771524,CFG
25769803861,30064771539,CFG
25769803862,30064771553,CFG
25769803863,30064771562,CFG
25769803864,30064771570,CFG
25769803870,30064771593,CFG
25769803871,30064771608,CFG
25769803875,68719477234,CFG
25769803876,68719477243,CFG
25769803877,68719477246,CFG
25769803878,124554051598,CFG
25769803881,68719477262,CFG
25769803882,30064771669,CFG
25769803883,30064771678,CFG
25769803884,30064771693,CFG
25769803885,30064771706,CFG
25769803890,68719477321,CFG
25769803891,30064771735,CFG
25769803892,30064771744,CFG
25769803893,30064771748,CFG
25769803894,30064771753,CFG
25769803895,30064771762,CFG
25769803896,30064771774,CFG
25769803897,30064771787,CFG
25769803903,68719477402,CFG
25769803904,30064771818,CFG
25769803905,30064771827,CFG
25769803906,30064771842,CFG
25769803907,30064771855,CFG
25769803912,68719477465,CFG
25769803913,30064771886,CFG
25769803914,30064771895,CFG
25769803915,30064771899,CFG
25769803916,30064771904,CFG
25769803917,30064771913,CFG
25769803918,30064771927,CFG
25769803919,30064771940,CFG
25769803925,30064771965,CFG
25769803926,30064771973,CFG
25769803930,30064771998,CFG
25769803931,30064772006,CFG
25769803935,30064772031,CFG
25769803936,30064772039,CFG
25769803940,30064772064,CFG
25769803941,30064772072,CFG
25769803945,30064772099,CFG
25769803946,30064772107,CFG
25769803950,30064772135,CFG
25769803951,30064772145,CFG
25769803952,30064772153,CFG
25769803957,68719477727,CFG
25769803958,30064772172,CFG
25769803959,30064772178,CFG
25769803960,30064772189,CFG
25769803966,68719477763,CFG
25769803967,30064772208,CFG
25769803968,30064772214,CFG
25769803969,30064772225,CFG
25769803975,68719477799,CFG
25769803976,30064772244,CFG
25769803977,30064772250,CFG
25769803978,30064772261,CFG
25769803984,68719477835,CFG
25769803985,30064772280,CFG
25769803986,30064772286,CFG
25769803987,30064772297,CFG
25769803993,30064772322,CFG
25769803994,30064772330,CFG
25769803997,30064772344,CFG
25769803998,30064772352,CFG
25769804003,30064772388,CFG
25769804004,30064772397,CFG
25769804005,30064772417,CFG
25769804006,30064772425,CFG
25769804010,68719477989,CFG
25769804011,68719478028,CFG
25769804012,68719478037,CFG
25769804013,68719478043,CFG
25769804014,68719478046,CFG
25769804015,68719478049,CFG
25769804016,68719478052,CFG
25769804017,68719478055,CFG
25769804018,68719478058,CFG
25769804019,68719478061,CFG
25769804020,68719478064,CFG
25769804021,68719478067,CFG
25769804022,68719478070,CFG
25769804023,68719478073,CFG
25769804024,68719478076,CFG
25769804025,68719478079,CFG
25769804026,68719478082,CFG
25769804027,68719478085,CFG
25769804028,68719478088,CFG
25769804029,124554051616,CFG
25769804032,30064772601,CFG
25769804033,30064772614,CFG
25769804034,30064772619,CFG
25769804035,30064772628,CFG
25769804036,30064772637,CFG
25769804037,30064772646,CFG
25769804038,30064772655,CFG
25769804039,30064772664,CFG
25769804040,68719478231,CFG
25769804041,30064772683,CFG
25769804045,30064772548,CFG
25769804047,141733920792,CFG
25769804049,30064772716,CFG
25769804050,30064772724,CFG
25769804055,30064772741,CFG
25769804056,30064772754,CFG
25769804057,30064772759,CFG
25769804058,30064772767,CFG
25769804059,30064772775,CFG
25769804060,30064772783,CFG
25769804061,30064772791,CFG
25769804062,30064772799,CFG
25769804063,68719478391,CFG
25769804064,30064772817,CFG
25769804065,30064772884,CFG
25769804066,30064772892,CFG
25769804070,68719478439,CFG
25769804071,68719478445,CFG
25769804072,124554051624,CFG
25769804075,30064772925,CFG
25769804076,30064772941,CFG
25769804077,30064772956,CFG
25769804082,30064772978,CFG
25769804083,30064772992,CFG
25769804084,30064773001,CFG
25769804085,30064773009,CFG
25769804091,30064773026,CFG
25769804092,30064773040,CFG
25769804093,30064773057,CFG
25769804094,30064773061,CFG
25769804095,30064773071,CFG
25769804101,30064773094,CFG
25769804102,30064773107,CFG
25769804103,30064773115,CFG
25769804107,68719478637,CFG
25769804108,68719478646,CFG
25769804109,68719478649,CFG
25769804110,68719478652,CFG
25769804111,124554051629,CFG
25769804114,30064773154,CFG
25769804115,30064773170,CFG
25769804116,30064773180,CFG
25769804121,30064773197,CFG
25769804122,30064773214,CFG
25769804123,30064773223,CFG
25769804124,30064773231,CFG
25769804129,68719478744,CFG
25769804130,68719478753,CFG
25769804131,124554051632,CFG
25769804134,30064773264,CFG
25769804135,30064773280,CFG
25769804136,30064773293,CFG
25769804141,30064773310,CFG
25769804142,30064773324,CFG
25769804143,30064773333,CFG
25769804144,30064773341,CFG
25769804150,30064773358,CFG
25769804151,30064773372,CFG
25769804152,30064773381,CFG
25769804153,30064773389,CFG
25769804159,30064773414,CFG
25769804160,30064773427,CFG
25769804161,30064773435,CFG
25769804165,68719478921,CFG
25769804166,68719478930,CFG
25769804167,68719478933,CFG
25769804168,68719478936,CFG
25769804169,124554051637,CFG
25769804172,30064773484,CFG
25769804176,68719478958,CFG
25769804177,30064773501,CFG
25769804178,30064773513,CFG
25769804179,30064773522,CFG
25769804185,30064773536,CFG
25769804189,30064773550,CFG
25769804193,68719479023,CFG
25769804194,30064773567,CFG
25769804195,30064773580,CFG
25769804200,68719479053,CFG
25769804201,30064773597,CFG
25769804202,30064773607,CFG
25769804203,30064773613,CFG
25769804207,30064773624,CFG
25769804208,30064773628,CFG
25769804213,68719479099,CFG
25769804214,30064773641,CFG
25769804215,30064773652,CFG
25769804216,30064773661,CFG
25769804222,68719479133,CFG
25769804223,30064773678,CFG
25769804224,30064773685,CFG
25769804225,30064773690,CFG
25769804230,141733920817,CFG
25769804232,30064773713,CFG
25769804236,68719479184,CFG
25769804237,30064773730,CFG
25769804238,30064773743,CFG
25769804243,30064773760,CFG
25769804247,141733920819,CFG
25769804252,141733920829,CFG
25769804259,68719479356,CFG
25769804260,68719479318,CFG
25769804261,68719479336,CFG
25769804262,68719479352,CFG
25769804263,124554051662,CFG
25769804266,30064773908,CFG
25769804267,30064773912,CFG
25769804269,30064773921,CFG
25769804270,30064773940,CFG
25769804271,30064773951,CFG
25769804275,30064773963,CFG
25769804277,30064773972,CFG
25769804278,30064773986,CFG
25769804279,30064773995,CFG
25769804280,30064774003,CFG
25769804285,30064774015,CFG
25769804287,30064774030,CFG
25769804288,30064774043,CFG
25769804289,30064774051,CFG
25769804292,68719479503,CFG
25769804293,68719479512,CFG
25769804294,68719479515,CFG
25769804295,124554051666,CFG
25769804298,30064774084,CFG
25769804299,30064774088,CFG
25769804301,30064774097,CFG
25769804302,30064774116,CFG
25769804303,30064774124,CFG
25769804307,30064774136,CFG
25769804309,30064774145,CFG
25769804310,30064774159,CFG
25769804311,30064774168,CFG
25769804312,30064774176,CFG
25769804317,30064774188,CFG
25769804319,30064774203,CFG
25769804320,30064774216,CFG
25769804321,30064774224,CFG
25769804324,68719479660,CFG
25769804325,68719479669,CFG
25769804326,68719479672,CFG
25769804327,124554051670,CFG
25769804330,30064774257,CFG
25769804331,30064774261,CFG
25769804333,30064774270,CFG
25769804334,30064774289,CFG
25769804335,30064774297,CFG
25769804339,30064774309,CFG
25769804341,30064774318,CFG
25769804342,30064774332,CFG
25769804343,30064774341,CFG
25769804344,30064774349,CFG
25769804349,30064774361,CFG
25769804351,30064774376,CFG
25769804352,30064774389,CFG
25769804353,30064774397,CFG
25769804356,68719479817,CFG
25769804357,68719479826,CFG
25769804358,68719479829,CFG
25769804359,124554051674,CFG
25769804372,30064774553,CFG
25769804373,30064774557,CFG
25769804374,30064774560,CFG
25769804375,30064774563,CFG
25769804384,68719480027,CFG
25769804385,68719480014,CFG
25769804386,68719480017,CFG
25769804387,68719480020,CFG
25769804388,124554051683,CFG
25769804399,30064774695,CFG
25769804401,68719480161,CFG
25769804405,68719480149,CFG
25769804412,30064774777,CFG
25769804416,30064774795,CFG
25769804420,30064774818,CFG
25769804425,30064774838,CFG
25769804429,30064774858,CFG
25769804436,30064774894,CFG
25769804438,30064774903,CFG
25769804446,30064774980,CFG
25769804450,30064774996,CFG
25769804454,30064775016,CFG
25769804455,30064775025,CFG
25769804456,30064775035,CFG
25769804461,30064775066,CFG
25769804465,30064775087,CFG
25769804469,30064775103,CFG
25769804488,30064775187,CFG
25769804490,68719480627,CFG
25769804491,68719480630,CFG
25769804492,68719480633,CFG
25769804493,68719480636,CFG
25769804494,68719480639,CFG
25769804495,68719480642,CFG
25769804496,68719480645,CFG
25769804497,68719480648,CFG
25769804498,68719480651,CFG
25769804499,68719480654,CFG
25769804500,68719480657,CFG
25769804501,68719480660,CFG
25769804502,68719480663,CFG
25769804503,68719480666,CFG
25769804504,68719480669,CFG
25769804505,68719480673,CFG
25769804506,68719480677,CFG
25769804507,68719480681,CFG
25769804508,68719480685,CFG
25769804509,68719480688,CFG
25769804510,68719480691,CFG
25769804511,68719480694,CFG
25769804512,68719480697,CFG
25769804513,68719480700,CFG
25769804514,68719480703,CFG
25769804515,68719480706,CFG
25769804516,68719480709,CFG
25769804517,68719480712,CFG
25769804518,124554051712,CFG
25769804520,30064775373,CFG
25769804521,30064775389,CFG
25769804522,30064775395,CFG
25769804523,30064775412,CFG
25769804524,30064775418,CFG
